date,city,chai_type,size,channel,units_sold,unit_price,revenue,customer_rating,discount_pct,profit
2025-12-16 09:09:23.855421688,Pune,Masala Chai,Medium,Store,177,55,9828.96,3.5,0,4359.65
2025-12-17 20:14:27.469879520,Pune,Ginger Chai,Small,Store,87,40,3762.6,3.5,10,1426.92
2025-12-19 07:19:31.084337352,Bengaluru,Elaichi Chai,Large,Store,165,70,12108.09,3.6,0,3311.91
2025-12-20 18:24:34.698795180,Delhi,Tandoori Chai,Large,Delivery,56,70,4165.29,4.2,20,1326.05
2025-12-22 05:29:38.313253012,Delhi,Kashmiri Chai,Small,Store,172,40,7016.36,4.3,5,2092.54
2025-12-23 16:34:41.927710844,Lucknow,Kashmiri Chai,Small,Store,92,40,3878.48,4.6,0,1736.33
2025-12-25 03:39:45.542168676,Bengaluru,Tandoori Chai,Large,Online Order,162,70,11138.76,3.4,0,3865.95
2025-12-26 14:44:49.156626508,Pune,Ginger Chai,Medium,Online Order,68,55,3805.62,4.8,5,992.36
2025-12-28 01:49:52.771084340,Jaipur,Kashmiri Chai,Small,Store,140,40,6081.99,4.5,10,2162.35
2025-12-29 12:54:56.385542168,Bengaluru,Elaichi Chai,Small,Store,107,40,4784.86,4.1,10,1354.79
2025-12-31 00:00:00.000000000,Lucknow,Ginger Chai,Medium,Delivery,159,55,8818.58,3.7,10,3566.89
